Date,Country,City,Sessions,Users,Pageviews,BounceRate,AvgSessionDuration,Source,Medium,Device,Browser
2025-04-03,South Africa,Cape Town,780,593,1924,0.56,168,facebook,organic,Tablet,Safari
2025-04-03,Brazil,São Paulo,716,724,1898,0.5,100,facebook,cpc,Tablet,Opera
2025-04-03,Canada,Toronto,629,523,2672,0.32,195,instagram,email,Mobile,Edge
2025-04-03,Canada,Toronto,559,844,1339,0.66,115,email,cpc,Desktop,Safari
2025-04-03,India,Mumbai,955,373,1038,0.56,146,direct,organic,Tablet,Chrome
2025-04-03,USA,Los Angeles,833,743,1902,0.34,281,google,social,Mobile,Safari
2025-04-02,USA,Los Angeles,767,330,2436,0.49,273,tiktok,social,Mobile,Brave
2025-04-02,France,Paris,520,331,1869,0.63,290,facebook,referral,Mobile,Edge
2025-04-02,Germany,Berlin,910,887,1243,0.46,198,linkedin,cpc,Tablet,Brave
2025-04-02,USA,New York,345,428,1184,0.41,80,facebook,cpc,Tablet,Edge
2025-04-02,Germany,Berlin,645,502,2622,0.68,240,tiktok,social,Tablet,Brave
2025-04-02,South Africa,Cape Town,544,859,2876,0.52,224,tiktok,referral,Tablet,Edge
2025-04-02,USA,New York,617,279,2518,0.38,121,tiktok,social,Desktop,Safari
2025-04-02,Brazil,São Paulo,546,429,1893,0.48,93,tiktok,referral,Tablet,Brave
2025-04-02,Canada,Toronto,806,534,1450,0.55,259,instagram,referral,Desktop,Opera
2025-04-02,USA,New York,721,487,2265,0.46,277,facebook,email,Tablet,Firefox
2025-04-01,Brazil,São Paulo,637,371,2414,0.67,72,linkedin,organic,Mobile,Firefox
2025-04-01,Australia,Sydney,950,293,1079,0.32,67,facebook,cpc,Desktop,Safari
2025-04-01,France,Paris,476,335,2242,0.49,247,direct,referral,Desktop,Firefox
2025-04-01,USA,Los Angeles,778,885,1939,0.45,295,instagram,social,Tablet,Safari
2025-04-01,Brazil,São Paulo,809,855,2168,0.39,128,direct,social,Tablet,Edge
2025-04-01,USA,New York,744,324,1055,0.41,265,google,social,Tablet,Chrome
2025-04-01,UK,London,618,363,2967,0.38,121,linkedin,social,Mobile,Firefox
2025-04-01,Germany,Berlin,742,267,1666,0.53,282,instagram,social,Tablet,Chrome
2025-04-01,UK,London,998,806,2814,0.44,168,tiktok,cpc,Mobile,Opera
2025-04-01,South Africa,Cape Town,303,884,1328,0.47,275,linkedin,social,Mobile,Safari
2025-03-31,Germany,Berlin,399,355,2755,0.52,283,email,referral,Desktop,Safari
2025-03-31,UK,London,547,688,1397,0.64,297,facebook,cpc,Mobile,Firefox
2025-03-31,Australia,Sydney,863,263,2483,0.57,110,facebook,social,Desktop,Opera
2025-03-31,USA,New York,929,403,2389,0.63,272,instagram,organic,Tablet,Chrome
2025-03-31,Australia,Sydney,427,892,1715,0.43,82,facebook,organic,Mobile,Firefox
2025-03-31,India,Mumbai,507,757,2039,0.44,60,direct,cpc,Mobile,Safari
2025-03-31,Brazil,São Paulo,526,843,2125,0.42,259,google,referral,Desktop,Opera
2025-03-31,Canada,Toronto,810,614,1000,0.41,103,tiktok,referral,Desktop,Firefox
2025-03-31,UK,London,911,630,2294,0.53,112,email,email,Tablet,Edge
2025-03-31,France,Paris,671,808,2976,0.46,287,instagram,email,Mobile,Edge
2025-03-30,South Africa,Cape Town,865,309,2381,0.56,66,direct,email,Mobile,Edge
2025-03-30,Australia,Sydney,926,373,2853,0.42,196,google,referral,Mobile,Chrome
2025-03-30,USA,New York,946,764,1903,0.34,291,linkedin,organic,Tablet,Edge
2025-03-30,India,Mumbai,857,472,1054,0.5,211,direct,email,Tablet,Edge
2025-03-30,Canada,Toronto,522,780,2842,0.54,108,tiktok,referral,Desktop,Opera
2025-03-30,France,Paris,940,882,1821,0.44,89,facebook,social,Mobile,Chrome
2025-03-30,Germany,Berlin,359,272,2429,0.54,241,email,social,Desktop,Opera
2025-03-30,Brazil,São Paulo,487,452,1273,0.61,72,direct,organic,Mobile,Opera
2025-03-30,Germany,Berlin,425,478,2189,0.3,114,email,organic,Desktop,Safari
2025-03-30,India,Mumbai,941,318,2979,0.31,205,direct,referral,Desktop,Safari
2025-03-29,USA,New York,343,785,2577,0.44,198,tiktok,cpc,Tablet,Safari
2025-03-29,Australia,Sydney,576,765,2452,0.67,216,facebook,social,Mobile,Chrome
2025-03-29,USA,New York,627,705,1361,0.68,162,linkedin,cpc,Tablet,Firefox
2025-03-29,Australia,Sydney,445,258,2632,0.54,177,tiktok,social,Desktop,Chrome
2025-03-29,USA,New York,862,637,1523,0.56,108,email,referral,Tablet,Opera
2025-03-29,Brazil,São Paulo,727,575,2923,0.66,281,tiktok,social,Mobile,Opera
2025-03-29,Germany,Berlin,958,325,2920,0.52,287,email,email,Mobile,Opera
2025-03-29,South Africa,Cape Town,504,630,1693,0.68,179,facebook,organic,Mobile,Firefox
2025-03-29,Brazil,São Paulo,985,872,2399,0.54,95,tiktok,referral,Desktop,Opera
2025-03-29,USA,New York,918,436,2569,0.65,236,google,social,Desktop,Edge
2025-03-28,South Africa,Cape Town,478,874,2986,0.39,274,linkedin,cpc,Tablet,Opera
2025-03-28,UK,London,906,460,2225,0.32,141,linkedin,social,Desktop,Chrome
2025-03-28,Australia,Sydney,670,551,1480,0.44,260,tiktok,email,Tablet,Brave
2025-03-28,Australia,Sydney,904,396,2648,0.55,79,tiktok,cpc,Tablet,Edge
2025-03-28,Germany,Berlin,872,553,2063,0.45,114,email,organic,Mobile,Firefox
2025-03-28,South Africa,Cape Town,747,635,2161,0.39,184,facebook,organic,Desktop,Brave
2025-03-28,UK,London,828,779,2226,0.53,102,facebook,social,Desktop,Chrome
2025-03-28,Australia,Sydney,359,738,2771,0.33,279,facebook,organic,Mobile,Chrome
2025-03-28,India,Mumbai,726,352,1336,0.68,298,instagram,referral,Mobile,Chrome
2025-03-28,USA,New York,796,762,1239,0.46,240,instagram,referral,Tablet,Firefox
2025-03-27,Canada,Toronto,410,648,2187,0.56,142,instagram,referral,Tablet,Firefox
2025-03-27,Brazil,São Paulo,624,357,2296,0.33,258,google,cpc,Desktop,Edge
2025-03-27,France,Paris,782,670,1660,0.33,181,tiktok,referral,Tablet,Chrome
2025-03-27,Canada,Toronto,748,468,1353,0.64,264,facebook,email,Mobile,Brave
2025-03-27,UK,London,738,823,1194,0.63,99,direct,organic,Mobile,Chrome
2025-03-27,France,Paris,352,432,1389,0.45,128,tiktok,email,Tablet,Brave
2025-03-27,Germany,Berlin,849,302,2517,0.67,167,facebook,organic,Desktop,Opera
2025-03-27,USA,New York,594,745,2299,0.38,170,facebook,referral,Mobile,Brave
2025-03-27,South Africa,Cape Town,915,640,1571,0.52,145,instagram,organic,Mobile,Edge
2025-03-27,USA,New York,312,728,2091,0.61,286,tiktok,email,Desktop,Safari
2025-03-26,Germany,Berlin,632,449,1406,0.53,265,email,referral,Mobile,Chrome
2025-03-26,USA,New York,395,444,1020,0.32,284,tiktok,social,Tablet,Opera
2025-03-26,India,Mumbai,952,386,2398,0.43,244,direct,organic,Desktop,Chrome
2025-03-26,India,Mumbai,817,575,2074,0.65,88,instagram,cpc,Mobile,Chrome
2025-03-26,Germany,Berlin,851,460,2381,0.48,232,linkedin,referral,Tablet,Brave
2025-03-26,France,Paris,426,320,2767,0.61,299,linkedin,organic,Mobile,Firefox
2025-03-26,USA,New York,595,446,2315,0.34,89,email,organic,Tablet,Chrome
2025-03-26,UK,London,921,778,1268,0.69,268,direct,organic,Tablet,Edge
2025-03-26,USA,New York,530,499,1348,0.56,229,direct,email,Mobile,Chrome
2025-03-26,Brazil,São Paulo,309,262,2496,0.67,201,instagram,social,Desktop,Safari
2025-03-25,Brazil,São Paulo,823,382,2867,0.52,61,tiktok,social,Tablet,Edge
2025-03-25,India,Mumbai,856,522,2227,0.63,200,tiktok,cpc,Desktop,Edge
2025-03-25,India,Mumbai,630,649,2191,0.39,88,instagram,organic,Tablet,Edge
2025-03-25,Australia,Sydney,464,713,1698,0.34,266,email,social,Tablet,Chrome
2025-03-25,Brazil,São Paulo,487,803,1373,0.32,240,direct,social,Desktop,Edge
2025-03-25,Germany,Berlin,402,509,1190,0.42,140,direct,email,Tablet,Brave
2025-03-25,Canada,Toronto,430,612,2219,0.3,277,google,referral,Desktop,Brave
2025-03-25,Brazil,São Paulo,544,458,1875,0.54,239,tiktok,email,Mobile,Firefox
2025-03-25,Australia,Sydney,559,322,2288,0.4,111,facebook,email,Mobile,Edge
2025-03-25,France,Paris,935,697,1335,0.4,185,email,referral,Tablet,Opera
2025-03-24,Canada,Toronto,515,804,2346,0.6,126,instagram,organic,Mobile,Safari
2025-03-24,France,Paris,441,422,2896,0.56,265,direct,referral,Tablet,Opera
2025-03-24,South Africa,Cape Town,684,620,2059,0.37,215,facebook,cpc,Mobile,Brave
2025-03-24,Canada,Toronto,402,740,1139,0.52,60,facebook,organic,Mobile,Opera
2025-03-24,USA,Los Angeles,907,502,2607,0.59,159,tiktok,email,Desktop,Brave
2025-03-24,France,Paris,721,375,1728,0.44,226,email,social,Desktop,Opera
2025-03-24,France,Paris,834,443,2329,0.39,156,google,organic,Tablet,Safari
2025-03-24,USA,New York,635,602,1142,0.43,214,google,organic,Desktop,Brave
2025-03-24,South Africa,Cape Town,647,547,2254,0.37,272,email,social,Mobile,Opera
2025-03-24,India,Mumbai,728,261,1846,0.6,287,linkedin,referral,Mobile,Opera
2025-03-23,Australia,Sydney,577,333,2293,0.38,106,google,referral,Tablet,Chrome
2025-03-23,Germany,Berlin,526,277,2468,0.59,263,email,organic,Tablet,Safari
2025-03-23,India,Mumbai,682,708,1104,0.48,282,google,referral,Mobile,Brave
2025-03-23,Germany,Berlin,314,835,2083,0.33,166,tiktok,email,Desktop,Chrome
2025-03-23,USA,New York,587,821,1131,0.51,185,linkedin,social,Desktop,Edge
2025-03-23,Brazil,São Paulo,770,751,2784,0.68,83,facebook,social,Mobile,Edge
2025-03-23,France,Paris,822,406,1152,0.61,219,tiktok,cpc,Tablet,Firefox
2025-03-23,South Africa,Cape Town,896,771,1778,0.67,112,facebook,referral,Desktop,Brave
2025-03-23,South Africa,Cape Town,739,883,2850,0.61,241,email,organic,Tablet,Safari
2025-03-23,India,Mumbai,369,358,1941,0.53,256,tiktok,social,Tablet,Edge
2025-03-22,South Africa,Cape Town,399,837,1353,0.37,277,google,referral,Mobile,Opera
2025-03-22,Brazil,São Paulo,976,596,2677,0.5,232,google,email,Mobile,Chrome
2025-03-22,Canada,Toronto,680,559,1915,0.47,97,tiktok,cpc,Mobile,Opera
2025-03-22,USA,Los Angeles,566,613,2921,0.68,182,google,social,Tablet,Safari
2025-03-22,Australia,Sydney,597,776,1205,0.59,75,instagram,referral,Desktop,Firefox
2025-03-22,India,Mumbai,960,581,2047,0.58,281,linkedin,referral,Tablet,Chrome
2025-03-22,Canada,Toronto,769,344,1890,0.49,259,direct,organic,Desktop,Chrome
2025-03-22,South Africa,Cape Town,317,446,2390,0.42,300,direct,email,Desktop,Brave
2025-03-22,Canada,Toronto,791,835,2187,0.37,112,google,cpc,Tablet,Firefox
2025-03-22,USA,New York,523,687,2258,0.32,86,facebook,organic,Desktop,Firefox
2025-03-21,South Africa,Cape Town,485,400,1026,0.69,156,tiktok,social,Mobile,Opera
2025-03-21,France,Paris,919,686,1264,0.39,127,email,referral,Mobile,Edge
2025-03-21,Australia,Sydney,664,517,1896,0.33,66,facebook,referral,Mobile,Chrome
2025-03-21,USA,Los Angeles,842,290,2164,0.35,206,facebook,email,Desktop,Safari
2025-03-21,USA,New York,329,823,2393,0.67,238,instagram,referral,Desktop,Brave
2025-03-21,India,Mumbai,694,438,2957,0.46,174,email,email,Mobile,Brave
2025-03-21,France,Paris,996,646,2206,0.57,237,google,referral,Mobile,Firefox
2025-03-21,India,Mumbai,579,515,1974,0.61,273,direct,email,Desktop,Edge
2025-03-21,UK,London,412,283,1049,0.32,69,direct,organic,Mobile,Firefox
2025-03-21,USA,Los Angeles,583,365,2765,0.48,223,facebook,social,Mobile,Firefox
2025-03-20,France,Paris,849,869,1356,0.68,64,google,referral,Tablet,Brave
2025-03-20,UK,London,895,458,2570,0.56,298,direct,referral,Desktop,Brave
2025-03-20,UK,London,999,370,1462,0.59,178,email,referral,Tablet,Opera
2025-03-20,Brazil,São Paulo,484,591,1058,0.32,108,google,email,Tablet,Edge
2025-03-20,USA,New York,732,274,1089,0.45,168,tiktok,cpc,Tablet,Opera
2025-03-20,South Africa,Cape Town,922,629,3000,0.46,252,linkedin,cpc,Tablet,Safari
2025-03-20,Germany,Berlin,636,794,1606,0.58,237,instagram,cpc,Mobile,Safari
2025-03-20,Australia,Sydney,303,280,1761,0.48,209,direct,email,Desktop,Chrome
2025-03-20,France,Paris,816,680,2918,0.43,203,tiktok,organic,Mobile,Firefox
2025-03-20,USA,New York,324,763,1318,0.62,280,direct,referral,Tablet,Firefox
2025-03-19,France,Paris,954,666,2007,0.6,102,linkedin,organic,Mobile,Opera
2025-03-19,UK,London,773,454,1185,0.38,140,google,email,Mobile,Safari
2025-03-19,Brazil,São Paulo,303,626,1477,0.32,146,facebook,organic,Mobile,Opera
2025-03-19,Germany,Berlin,959,357,2345,0.49,66,facebook,cpc,Mobile,Opera
2025-03-19,Germany,Berlin,927,512,1511,0.69,245,instagram,email,Desktop,Safari
2025-03-19,Canada,Toronto,929,802,2504,0.32,173,linkedin,social,Tablet,Opera
2025-03-19,India,Mumbai,498,451,2332,0.61,66,direct,social,Desktop,Brave
2025-03-19,Canada,Toronto,311,417,2527,0.66,89,email,referral,Mobile,Safari
2025-03-19,UK,London,717,588,1361,0.67,106,instagram,cpc,Desktop,Brave
2025-03-19,India,Mumbai,675,450,1685,0.39,104,facebook,organic,Tablet,Firefox
2025-03-18,Brazil,São Paulo,806,709,1651,0.4,246,facebook,referral,Desktop,Opera
2025-03-18,Germany,Berlin,460,839,1785,0.56,112,tiktok,referral,Tablet,Firefox
2025-03-18,South Africa,Cape Town,579,893,2237,0.45,159,linkedin,email,Desktop,Edge
2025-03-18,India,Mumbai,686,818,2512,0.61,265,facebook,referral,Desktop,Edge
2025-03-18,Canada,Toronto,894,563,2543,0.7,169,tiktok,social,Mobile,Firefox
2025-03-18,Canada,Toronto,645,774,1316,0.31,63,direct,organic,Tablet,Edge
2025-03-18,Canada,Toronto,890,712,2569,0.31,260,tiktok,referral,Mobile,Opera
2025-03-18,France,Paris,643,768,1936,0.39,228,linkedin,referral,Desktop,Opera
2025-03-18,Brazil,São Paulo,582,633,2403,0.48,119,direct,organic,Mobile,Edge
2025-03-18,Australia,Sydney,749,876,2747,0.63,75,email,organic,Desktop,Safari
2025-03-17,France,Paris,550,715,1735,0.48,278,linkedin,email,Tablet,Chrome
2025-03-17,Germany,Berlin,952,748,2307,0.56,300,tiktok,cpc,Tablet,Chrome
2025-03-17,USA,New York,546,846,2079,0.67,119,facebook,email,Desktop,Brave
2025-03-17,USA,Los Angeles,410,583,2519,0.35,82,google,email,Tablet,Edge
2025-03-17,UK,London,489,521,2205,0.38,104,linkedin,email,Desktop,Opera
2025-03-17,Brazil,São Paulo,926,478,1491,0.34,110,facebook,organic,Tablet,Brave
2025-03-17,USA,Los Angeles,610,881,2095,0.38,226,google,email,Tablet,Edge
2025-03-17,USA,Los Angeles,755,654,1843,0.3,121,direct,referral,Desktop,Edge
2025-03-17,UK,London,992,254,2611,0.57,95,linkedin,organic,Desktop,Opera
2025-03-17,Germany,Berlin,447,623,1194,0.39,203,tiktok,referral,Desktop,Firefox
2025-03-16,USA,New York,714,821,1538,0.37,143,facebook,organic,Tablet,Edge
2025-03-16,Australia,Sydney,929,355,1860,0.41,175,tiktok,referral,Tablet,Brave
2025-03-16,USA,Los Angeles,890,896,2477,0.65,175,google,referral,Desktop,Edge
2025-03-16,France,Paris,746,325,1450,0.35,79,email,referral,Desktop,Chrome
2025-03-16,USA,Los Angeles,868,288,2864,0.41,180,linkedin,cpc,Desktop,Safari
2025-03-16,Canada,Toronto,638,778,2041,0.33,210,email,referral,Tablet,Chrome
2025-03-16,UK,London,932,642,2607,0.44,103,linkedin,cpc,Tablet,Brave
2025-03-16,Canada,Toronto,678,397,1936,0.68,118,tiktok,cpc,Desktop,Safari
2025-03-16,UK,London,586,654,2901,0.52,85,linkedin,email,Tablet,Brave
2025-03-16,France,Paris,316,494,2275,0.53,103,direct,email,Tablet,Brave
2025-03-15,Canada,Toronto,625,624,1310,0.4,192,linkedin,organic,Tablet,Chrome
2025-03-15,USA,Los Angeles,324,524,2333,0.45,258,linkedin,cpc,Desktop,Brave
2025-03-15,South Africa,Cape Town,747,481,2485,0.35,79,linkedin,social,Desktop,Edge
2025-03-15,USA,New York,770,631,2360,0.68,269,google,social,Desktop,Brave
2025-03-15,Canada,Toronto,433,292,2900,0.55,270,linkedin,email,Mobile,Firefox
2025-03-15,Germany,Berlin,567,655,1355,0.61,231,instagram,organic,Desktop,Safari
2025-03-15,Australia,Sydney,606,252,2464,0.56,81,google,organic,Desktop,Edge
2025-03-15,USA,New York,817,689,2528,0.33,70,google,organic,Mobile,Opera
2025-03-15,India,Mumbai,815,585,2355,0.7,159,facebook,social,Tablet,Safari
2025-03-15,USA,New York,303,270,1643,0.37,116,linkedin,email,Desktop,Firefox
2025-03-14,USA,New York,944,342,1910,0.42,121,direct,referral,Mobile,Safari
2025-03-14,USA,New York,851,257,1205,0.47,239,facebook,social,Desktop,Brave
2025-03-14,USA,Los Angeles,647,739,1830,0.68,118,facebook,social,Tablet,Opera
2025-03-14,USA,New York,780,762,1248,0.45,165,tiktok,referral,Tablet,Opera
2025-03-14,South Africa,Cape Town,379,699,2717,0.31,100,facebook,email,Desktop,Firefox
2025-03-14,UK,London,841,685,1121,0.56,63,direct,social,Mobile,Firefox
2025-03-14,Canada,Toronto,982,708,1228,0.66,253,email,organic,Tablet,Edge
2025-03-14,India,Mumbai,722,377,2973,0.53,292,google,organic,Tablet,Edge
2025-03-14,Australia,Sydney,594,851,2600,0.47,265,linkedin,email,Mobile,Safari
2025-03-14,USA,Los Angeles,933,727,2367,0.38,298,facebook,email,Tablet,Brave
2025-03-13,Brazil,São Paulo,585,547,1613,0.41,64,google,email,Tablet,Edge
2025-03-13,South Africa,Cape Town,523,577,2103,0.52,296,facebook,email,Desktop,Firefox
2025-03-13,USA,New York,588,497,2143,0.64,233,google,social,Tablet,Opera
2025-03-13,Brazil,São Paulo,356,500,1861,0.49,203,direct,email,Mobile,Firefox
2025-03-13,Canada,Toronto,365,417,2882,0.4,206,direct,social,Tablet,Safari
2025-03-13,USA,New York,434,614,1785,0.57,197,google,email,Tablet,Opera
2025-03-13,Brazil,São Paulo,384,854,1353,0.36,211,linkedin,social,Tablet,Firefox
2025-03-13,Germany,Berlin,943,739,2511,0.55,187,linkedin,cpc,Desktop,Chrome
2025-03-13,USA,New York,563,637,1335,0.64,224,direct,email,Mobile,Opera
2025-03-13,Brazil,São Paulo,644,474,1129,0.31,249,instagram,cpc,Desktop,Edge
2025-03-12,South Africa,Cape Town,564,319,2454,0.6,272,instagram,organic,Tablet,Opera
2025-03-12,Brazil,São Paulo,387,842,2715,0.53,208,google,email,Tablet,Opera
2025-03-12,Brazil,São Paulo,585,727,1284,0.54,178,instagram,email,Tablet,Chrome
2025-03-12,USA,Los Angeles,814,820,1597,0.69,251,linkedin,referral,Mobile,Safari
2025-03-12,South Africa,Cape Town,537,495,1166,0.69,95,tiktok,organic,Mobile,Edge
2025-03-12,France,Paris,570,771,2882,0.46,177,linkedin,referral,Tablet,Safari
2025-03-12,UK,London,599,874,1750,0.46,293,tiktok,cpc,Mobile,Edge
2025-03-12,Brazil,São Paulo,871,521,1887,0.68,210,instagram,email,Mobile,Firefox
2025-03-12,South Africa,Cape Town,728,352,2776,0.43,296,instagram,organic,Mobile,Chrome
2025-03-12,India,Mumbai,459,511,2577,0.56,293,google,social,Desktop,Opera
2025-03-11,South Africa,Cape Town,488,767,1866,0.35,200,email,cpc,Desktop,Chrome
2025-03-11,Germany,Berlin,324,550,1736,0.37,243,google,social,Tablet,Chrome
2025-03-11,USA,Los Angeles,436,701,2007,0.38,173,facebook,email,Desktop,Firefox
2025-03-11,USA,Los Angeles,777,731,1834,0.35,160,email,email,Tablet,Safari
2025-03-11,India,Mumbai,779,556,2574,0.54,162,facebook,referral,Mobile,Firefox
2025-03-11,South Africa,Cape Town,709,762,1028,0.61,192,direct,social,Tablet,Opera
2025-03-11,France,Paris,397,547,2732,0.62,220,tiktok,cpc,Tablet,Firefox
2025-03-11,India,Mumbai,313,770,2753,0.56,127,direct,referral,Mobile,Safari
2025-03-11,Canada,Toronto,733,375,1549,0.54,183,tiktok,cpc,Tablet,Brave
2025-03-11,Australia,Sydney,527,731,1614,0.31,300,direct,organic,Tablet,Safari
2025-03-10,France,Paris,357,670,2428,0.69,85,tiktok,social,Mobile,Edge
2025-03-10,South Africa,Cape Town,528,876,1261,0.5,226,direct,email,Tablet,Brave
2025-03-10,Australia,Sydney,711,501,2401,0.65,300,facebook,social,Tablet,Safari
2025-03-10,USA,Los Angeles,826,408,1437,0.54,205,email,email,Tablet,Brave
2025-03-10,USA,Los Angeles,335,451,1067,0.52,258,facebook,cpc,Mobile,Firefox
2025-03-10,Germany,Berlin,771,676,2046,0.61,162,email,cpc,Tablet,Opera
2025-03-10,USA,Los Angeles,846,620,2766,0.32,79,email,cpc,Tablet,Edge
2025-03-10,France,Paris,406,863,2111,0.45,120,instagram,organic,Tablet,Brave
2025-03-10,Australia,Sydney,806,409,1446,0.6,210,linkedin,email,Tablet,Chrome
2025-03-10,Germany,Berlin,364,581,2900,0.59,207,instagram,referral,Tablet,Brave
2025-03-09,India,Mumbai,576,251,2271,0.53,228,facebook,referral,Desktop,Chrome
2025-03-09,India,Mumbai,780,339,1695,0.6,159,google,social,Desktop,Edge
2025-03-09,France,Paris,381,869,2842,0.45,179,email,referral,Mobile,Brave
2025-03-09,UK,London,745,503,1585,0.34,285,email,social,Mobile,Brave
2025-03-09,France,Paris,716,564,2471,0.45,105,instagram,social,Desktop,Brave
2025-03-09,India,Mumbai,376,523,2421,0.46,230,google,email,Desktop,Brave
2025-03-09,India,Mumbai,439,429,1083,0.59,260,email,email,Tablet,Brave
2025-03-09,France,Paris,811,742,2889,0.38,234,facebook,email,Tablet,Brave
2025-03-09,India,Mumbai,535,497,2685,0.5,265,google,referral,Mobile,Opera
2025-03-09,France,Paris,920,621,2749,0.41,212,google,email,Mobile,Opera
2025-03-08,USA,Los Angeles,960,260,1584,0.55,209,instagram,social,Desktop,Brave
2025-03-08,UK,London,858,422,2949,0.49,238,direct,referral,Desktop,Brave
2025-03-08,Germany,Berlin,658,457,2596,0.49,288,linkedin,referral,Tablet,Safari
2025-03-08,Australia,Sydney,980,400,2330,0.49,164,direct,email,Tablet,Edge
2025-03-08,Brazil,São Paulo,646,745,1755,0.62,205,instagram,cpc,Mobile,Firefox
2025-03-08,Germany,Berlin,593,627,1394,0.5,125,tiktok,social,Tablet,Safari
2025-03-08,Canada,Toronto,652,683,1936,0.41,96,instagram,social,Desktop,Opera
2025-03-08,France,Paris,438,829,1807,0.66,289,instagram,social,Desktop,Brave
2025-03-08,Canada,Toronto,384,430,1734,0.38,109,google,referral,Tablet,Chrome
2025-03-08,USA,Los Angeles,909,689,1117,0.58,300,instagram,organic,Tablet,Firefox
2025-03-07,India,Mumbai,583,800,2506,0.41,116,linkedin,social,Mobile,Edge
2025-03-07,South Africa,Cape Town,958,588,1695,0.59,159,tiktok,social,Desktop,Safari
2025-03-07,Brazil,São Paulo,743,797,2072,0.47,268,tiktok,referral,Mobile,Safari
2025-03-07,France,Paris,340,480,1931,0.37,250,direct,social,Mobile,Edge
2025-03-07,Australia,Sydney,572,613,2807,0.65,246,email,referral,Mobile,Safari
2025-03-07,Canada,Toronto,964,848,2711,0.65,172,tiktok,organic,Tablet,Edge
2025-03-07,Australia,Sydney,705,863,2569,0.35,300,instagram,social,Tablet,Safari
